ordinance,summary,votes
"34,061","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023,"" to appropriate funds received under Act 170 of the 2022 Regular Legislative Session to
the New Orleans Police Department to purchase furniture, operational materials, and
information technology equipment; and otherwise, to provide with respect thereto.",Harris - yeas
"34,061","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023,"" to appropriate funds received under Act 170 of the 2022 Regular Legislative Session to
the New Orleans Police Department to purchase furniture, operational materials, and
information technology equipment; and otherwise, to provide with respect thereto.",Moreno - yeas
"34,061","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023,"" to appropriate funds received under Act 170 of the 2022 Regular Legislative Session to
the New Orleans Police Department to purchase furniture, operational materials, and
information technology equipment; and otherwise, to provide with respect thereto.",Morrell - yeas
"34,061","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023,"" to appropriate funds received under Act 170 of the 2022 Regular Legislative Session to
the New Orleans Police Department to purchase furniture, operational materials, and
information technology equipment; and otherwise, to provide with respect thereto.",Thomas - yeas
"34,061","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023,"" to appropriate funds received under Act 170 of the 2022 Regular Legislative Session to
the New Orleans Police Department to purchase furniture, operational materials, and
information technology equipment; and otherwise, to provide with respect thereto.",Invalid
"34,061","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023,"" to appropriate funds received under Act 170 of the 2022 Regular Legislative Session to
the New Orleans Police Department to purchase furniture, operational materials, and
information technology equipment; and otherwise, to provide with respect thereto.",King - recused
"34,061","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023,"" to appropriate funds received under Act 170 of the 2022 Regular Legislative Session to
the New Orleans Police Department to purchase furniture, operational materials, and
information technology equipment; and otherwise, to provide with respect thereto.",Giarrusso - yeas
"34,061","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023,"" to appropriate funds received under Act 170 of the 2022 Regular Legislative Session to
the New Orleans Police Department to purchase furniture, operational materials, and
information technology equipment; and otherwise, to provide with respect thereto.",Green - yeas
"34,061","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023,"" to appropriate funds received under Act 170 of the 2022 Regular Legislative Session to
the New Orleans Police Department to purchase furniture, operational materials, and
information technology equipment; and otherwise, to provide with respect thereto.",Harris - yeas
"34,061","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023,"" to appropriate funds received under Act 170 of the 2022 Regular Legislative Session to
the New Orleans Police Department to purchase furniture, operational materials, and
information technology equipment; and otherwise, to provide with respect thereto.",King - yeas
"34,061","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023,"" to appropriate funds received under Act 170 of the 2022 Regular Legislative Session to
the New Orleans Police Department to purchase furniture, operational materials, and
information technology equipment; and otherwise, to provide with respect thereto.",Moreno - yeas
"34,061","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023,"" to appropriate funds received under Act 170 of the 2022 Regular Legislative Session to
the New Orleans Police Department to purchase furniture, operational materials, and
information technology equipment; and otherwise, to provide with respect thereto.",Morrell - yeas
"34,061","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023,"" to appropriate funds received under Act 170 of the 2022 Regular Legislative Session to
the New Orleans Police Department to purchase furniture, operational materials, and
information technology equipment; and otherwise, to provide with respect thereto.",Thomas - yeas
"34,061","An Ordinance to amend Ordinance No. 29266 M.C.S ., as amended, entitled ""An Ordinance
Providing an Operating Budget of Expenditures for the City of New Orleans for the Year
2023,"" to appropriate funds received under Act 170 of the 2022 Regular Legislative Session to
the New Orleans Police Department to purchase furniture, operational materials, and
information technology equipment; and otherwise, to provide with respect thereto.",Invalid
"34,062","An Ordinance to amend and reordain Section 54-28 and Section 54-338 of the Code of the
City of New Orleans, to allow for custodial arrest for adults for the careless storage of a
firearm that results in a minor either causing, or attempting to cause, the injury or death of
themselves or any other person, or causes the firearm to fire; and provides for a penalty for
any person who fails to secure a firearm that a minor obtains, which results in a minor either
causing, or attempting to cause, the injury or death of themselves or any other person or
causes the firearm to fire; and otherwise to provide with respect thereto.",Giarrusso - yeas
"34,062","An Ordinance to amend and reordain Section 54-28 and Section 54-338 of the Code of the
City of New Orleans, to allow for custodial arrest for adults for the careless storage of a
firearm that results in a minor either causing, or attempting to cause, the injury or death of
themselves or any other person, or causes the firearm to fire; and provides for a penalty for
any person who fails to secure a firearm that a minor obtains, which results in a minor either
causing, or attempting to cause, the injury or death of themselves or any other person or
causes the firearm to fire; and otherwise to provide with respect thereto.",Green - yeas
"34,062","An Ordinance to amend and reordain Section 54-28 and Section 54-338 of the Code of the
City of New Orleans, to allow for custodial arrest for adults for the careless storage of a
firearm that results in a minor either causing, or attempting to cause, the injury or death of
themselves or any other person, or causes the firearm to fire; and provides for a penalty for
any person who fails to secure a firearm that a minor obtains, which results in a minor either
causing, or attempting to cause, the injury or death of themselves or any other person or
causes the firearm to fire; and otherwise to provide with respect thereto.",Harris - yeas
