title,brief,council_member,vote
"CAL. NO. 34,153 ","An Ordinance to establish a conditional use to permit a standard restaurant in an HU-B1
Historic Urban Residential Business District, on Square 141, Lot 7, in the Fourth Municipal
District, bounded by St. Mary Street, Camp Street and Sophie Wright Place (Municipal
Address: 1829 Sophie Wright Place); and otherwise to provide with respect

21/69

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4545&doc_id=0e9f44e9-ff10-11ed-95dd-0050569183fa
6/23/23, 5:38 PM
thereto. (ZONING DOCKET NO. 11/23)",Harris,yeas
"CAL. NO. 34,153 ","An Ordinance to establish a conditional use to permit a standard restaurant in an HU-B1
Historic Urban Residential Business District, on Square 141, Lot 7, in the Fourth Municipal
District, bounded by St. Mary Street, Camp Street and Sophie Wright Place (Municipal
Address: 1829 Sophie Wright Place); and otherwise to provide with respect

21/69

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4545&doc_id=0e9f44e9-ff10-11ed-95dd-0050569183fa
6/23/23, 5:38 PM
thereto. (ZONING DOCKET NO. 11/23)",Moreno,yeas
"CAL. NO. 34,153 ","An Ordinance to establish a conditional use to permit a standard restaurant in an HU-B1
Historic Urban Residential Business District, on Square 141, Lot 7, in the Fourth Municipal
District, bounded by St. Mary Street, Camp Street and Sophie Wright Place (Municipal
Address: 1829 Sophie Wright Place); and otherwise to provide with respect

21/69

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4545&doc_id=0e9f44e9-ff10-11ed-95dd-0050569183fa
6/23/23, 5:38 PM
thereto. (ZONING DOCKET NO. 11/23)",Morrell,yeas
"CAL. NO. 34,153 ","An Ordinance to establish a conditional use to permit a standard restaurant in an HU-B1
Historic Urban Residential Business District, on Square 141, Lot 7, in the Fourth Municipal
District, bounded by St. Mary Street, Camp Street and Sophie Wright Place (Municipal
Address: 1829 Sophie Wright Place); and otherwise to provide with respect

21/69

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4545&doc_id=0e9f44e9-ff10-11ed-95dd-0050569183fa
6/23/23, 5:38 PM
thereto. (ZONING DOCKET NO. 11/23)",Thomas,yeas
"CAL. NO. 34,153 ","An Ordinance to establish a conditional use to permit a standard restaurant in an HU-B1
Historic Urban Residential Business District, on Square 141, Lot 7, in the Fourth Municipal
District, bounded by St. Mary Street, Camp Street and Sophie Wright Place (Municipal
Address: 1829 Sophie Wright Place); and otherwise to provide with respect

21/69

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4545&doc_id=0e9f44e9-ff10-11ed-95dd-0050569183fa
6/23/23, 5:38 PM
thereto. (ZONING DOCKET NO. 11/23)",Giarrusso,recused
"CAL. NO. 34,153 ","An Ordinance to establish a conditional use to permit a standard restaurant in an HU-B1
Historic Urban Residential Business District, on Square 141, Lot 7, in the Fourth Municipal
District, bounded by St. Mary Street, Camp Street and Sophie Wright Place (Municipal
Address: 1829 Sophie Wright Place); and otherwise to provide with respect

21/69

cityofno.granicus.com/MinutesViewer.php?view_id=42&clip_id=4545&doc_id=0e9f44e9-ff10-11ed-95dd-0050569183fa
6/23/23, 5:38 PM
thereto. (ZONING DOCKET NO. 11/23)",King,recused
"CAL. NO. 34,159 ","An Ordinance to grant an amendment to Ordinance No. 23,346 MCS (Zoning Docket 069/08,
which granted a conditional use to permit a large childcare center) to now authorize the use of
the property as a community center in an HU-RD2 Historic Urban Two-Family Residential
District, on Square 844, Lots 21-A and 22-A, in the Third Municipal District, bounded by
Lizardi Street, Forstall Street, N Prieur Street, and N Roman Street (Municipal Address: 1804
Lizardi Street); and otherwise to provide with respect thereto. (ZONING DOCKET NO.
9/23)",Green,yeas
"CAL. NO. 34,159 ","An Ordinance to grant an amendment to Ordinance No. 23,346 MCS (Zoning Docket 069/08,
which granted a conditional use to permit a large childcare center) to now authorize the use of
the property as a community center in an HU-RD2 Historic Urban Two-Family Residential
District, on Square 844, Lots 21-A and 22-A, in the Third Municipal District, bounded by
Lizardi Street, Forstall Street, N Prieur Street, and N Roman Street (Municipal Address: 1804
Lizardi Street); and otherwise to provide with respect thereto. (ZONING DOCKET NO.
9/23)",Harris,yeas
"CAL. NO. 34,159 ","An Ordinance to grant an amendment to Ordinance No. 23,346 MCS (Zoning Docket 069/08,
which granted a conditional use to permit a large childcare center) to now authorize the use of
the property as a community center in an HU-RD2 Historic Urban Two-Family Residential
District, on Square 844, Lots 21-A and 22-A, in the Third Municipal District, bounded by
Lizardi Street, Forstall Street, N Prieur Street, and N Roman Street (Municipal Address: 1804
Lizardi Street); and otherwise to provide with respect thereto. (ZONING DOCKET NO.
9/23)",Moreno,yeas
"CAL. NO. 34,159 ","An Ordinance to grant an amendment to Ordinance No. 23,346 MCS (Zoning Docket 069/08,
which granted a conditional use to permit a large childcare center) to now authorize the use of
the property as a community center in an HU-RD2 Historic Urban Two-Family Residential
District, on Square 844, Lots 21-A and 22-A, in the Third Municipal District, bounded by
Lizardi Street, Forstall Street, N Prieur Street, and N Roman Street (Municipal Address: 1804
Lizardi Street); and otherwise to provide with respect thereto. (ZONING DOCKET NO.
9/23)",Morrell,yeas
"CAL. NO. 34,159 ","An Ordinance to grant an amendment to Ordinance No. 23,346 MCS (Zoning Docket 069/08,
which granted a conditional use to permit a large childcare center) to now authorize the use of
the property as a community center in an HU-RD2 Historic Urban Two-Family Residential
District, on Square 844, Lots 21-A and 22-A, in the Third Municipal District, bounded by
Lizardi Street, Forstall Street, N Prieur Street, and N Roman Street (Municipal Address: 1804
Lizardi Street); and otherwise to provide with respect thereto. (ZONING DOCKET NO.
9/23)",Thomas,yeas
"CAL. NO. 34,159 ","An Ordinance to grant an amendment to Ordinance No. 23,346 MCS (Zoning Docket 069/08,
which granted a conditional use to permit a large childcare center) to now authorize the use of
the property as a community center in an HU-RD2 Historic Urban Two-Family Residential
District, on Square 844, Lots 21-A and 22-A, in the Third Municipal District, bounded by
Lizardi Street, Forstall Street, N Prieur Street, and N Roman Street (Municipal Address: 1804
Lizardi Street); and otherwise to provide with respect thereto. (ZONING DOCKET NO.
9/23)",Giarrusso,recused
"CAL. NO. 34,159 ","An Ordinance to grant an amendment to Ordinance No. 23,346 MCS (Zoning Docket 069/08,
which granted a conditional use to permit a large childcare center) to now authorize the use of
the property as a community center in an HU-RD2 Historic Urban Two-Family Residential
District, on Square 844, Lots 21-A and 22-A, in the Third Municipal District, bounded by
Lizardi Street, Forstall Street, N Prieur Street, and N Roman Street (Municipal Address: 1804
Lizardi Street); and otherwise to provide with respect thereto. (ZONING DOCKET NO.
9/23)",King,recused
"CAL. NO. 34,160 ","An Ordinance to amend and reordain Article 19 of the Comprehensive Zoning Ordinance
(Ordinance No. 4264 M.C.S ., as amended by Ordinance No. 26,413 M.C.S. and subsequent
amendments) to establish a new Interim Zoning District (IZD) to be named the Residential
Short Term Rental Interim Zoning District, the intent of which is to establish a temporary
prohibition of Residential Short Term Rental (STR) uses citywide and to prevent any issuance
of new Residential Short Term Rental permits or licenses. The three prohibited use categories
include: Residential Short Term Rental, Small; Residential Short Term Rental, Large; and
Residential Short Term Rental, Partial Unit; and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 95/22)",Green,yeas
"CAL. NO. 34,160 ","An Ordinance to amend and reordain Article 19 of the Comprehensive Zoning Ordinance
(Ordinance No. 4264 M.C.S ., as amended by Ordinance No. 26,413 M.C.S. and subsequent
amendments) to establish a new Interim Zoning District (IZD) to be named the Residential
Short Term Rental Interim Zoning District, the intent of which is to establish a temporary
prohibition of Residential Short Term Rental (STR) uses citywide and to prevent any issuance
of new Residential Short Term Rental permits or licenses. The three prohibited use categories
include: Residential Short Term Rental, Small; Residential Short Term Rental, Large; and
Residential Short Term Rental, Partial Unit; and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 95/22)",Harris,yeas
"CAL. NO. 34,160 ","An Ordinance to amend and reordain Article 19 of the Comprehensive Zoning Ordinance
(Ordinance No. 4264 M.C.S ., as amended by Ordinance No. 26,413 M.C.S. and subsequent
amendments) to establish a new Interim Zoning District (IZD) to be named the Residential
Short Term Rental Interim Zoning District, the intent of which is to establish a temporary
prohibition of Residential Short Term Rental (STR) uses citywide and to prevent any issuance
of new Residential Short Term Rental permits or licenses. The three prohibited use categories
include: Residential Short Term Rental, Small; Residential Short Term Rental, Large; and
Residential Short Term Rental, Partial Unit; and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 95/22)",Moreno,yeas
"CAL. NO. 34,160 ","An Ordinance to amend and reordain Article 19 of the Comprehensive Zoning Ordinance
(Ordinance No. 4264 M.C.S ., as amended by Ordinance No. 26,413 M.C.S. and subsequent
amendments) to establish a new Interim Zoning District (IZD) to be named the Residential
Short Term Rental Interim Zoning District, the intent of which is to establish a temporary
prohibition of Residential Short Term Rental (STR) uses citywide and to prevent any issuance
of new Residential Short Term Rental permits or licenses. The three prohibited use categories
include: Residential Short Term Rental, Small; Residential Short Term Rental, Large; and
Residential Short Term Rental, Partial Unit; and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 95/22)",Morrell,yeas
"CAL. NO. 34,160 ","An Ordinance to amend and reordain Article 19 of the Comprehensive Zoning Ordinance
(Ordinance No. 4264 M.C.S ., as amended by Ordinance No. 26,413 M.C.S. and subsequent
amendments) to establish a new Interim Zoning District (IZD) to be named the Residential
Short Term Rental Interim Zoning District, the intent of which is to establish a temporary
prohibition of Residential Short Term Rental (STR) uses citywide and to prevent any issuance
of new Residential Short Term Rental permits or licenses. The three prohibited use categories
include: Residential Short Term Rental, Small; Residential Short Term Rental, Large; and
Residential Short Term Rental, Partial Unit; and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 95/22)",Thomas,yeas
"CAL. NO. 34,160 ","An Ordinance to amend and reordain Article 19 of the Comprehensive Zoning Ordinance
(Ordinance No. 4264 M.C.S ., as amended by Ordinance No. 26,413 M.C.S. and subsequent
amendments) to establish a new Interim Zoning District (IZD) to be named the Residential
Short Term Rental Interim Zoning District, the intent of which is to establish a temporary
prohibition of Residential Short Term Rental (STR) uses citywide and to prevent any issuance
of new Residential Short Term Rental permits or licenses. The three prohibited use categories
include: Residential Short Term Rental, Small; Residential Short Term Rental, Large; and
Residential Short Term Rental, Partial Unit; and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 95/22)",Giarrusso,recused
"CAL. NO. 34,160 ","An Ordinance to amend and reordain Article 19 of the Comprehensive Zoning Ordinance
(Ordinance No. 4264 M.C.S ., as amended by Ordinance No. 26,413 M.C.S. and subsequent
amendments) to establish a new Interim Zoning District (IZD) to be named the Residential
Short Term Rental Interim Zoning District, the intent of which is to establish a temporary
prohibition of Residential Short Term Rental (STR) uses citywide and to prevent any issuance
of new Residential Short Term Rental permits or licenses. The three prohibited use categories
include: Residential Short Term Rental, Small; Residential Short Term Rental, Large; and
Residential Short Term Rental, Partial Unit; and otherwise to provide with respect
thereto. (ZONING DOCKET NO. 95/22)",King,recused
